"","Grid.ID","Observer.ID","Observer.Experience","Distance","Dist.Bin","Dist.Bin.Midpoint","Time.Interval","Year","Visit.ID","n.Observers"
"26","ID-B09","Austin",1,0.051,3,0.0625,3,"Y1","Y1-V1",1
"27","ID-B09","Austin",1,0.043,2,0.0375,3,"Y1","Y1-V1",1
"28","ID-B09","Austin",1,0.05,2,0.0375,1,"Y1","Y1-V1",1
"29","ID-B09","Austin",1,0.109,5,0.1125,2,"Y1","Y1-V1",1
"30","ID-B09","Austin",1,0.123,5,0.1125,3,"Y1","Y1-V1",1
"31","ID-B09","Austin",1,0.021,1,0.0125,3,"Y1","Y1-V1",1
"32","ID-B09","Austin",1,0.12,5,0.1125,1,"Y1","Y1-V1",1
"33","ID-B09","Austin",1,0.123,5,0.1125,1,"Y1","Y1-V1",1
"34","ID-B09","Austin",1,0.031,2,0.0375,1,"Y1","Y1-V1",1
"35","ID-B09","Austin",1,0.093,4,0.0875,1,"Y1","Y1-V1",1
"36","ID-B09","Austin",1,0.012,1,0.0125,1,"Y1","Y1-V1",1
"37","ID-B09","Austin",1,0.027,2,0.0375,2,"Y1","Y1-V1",1
"38","ID-B09","Austin",1,0.103,5,0.1125,2,"Y1","Y1-V1",1
"39","ID-B11","Rory",2,0.051,3,0.0625,2,"Y1","Y1-V1",1
"40","ID-B11","Rory",2,0.109,5,0.1125,3,"Y1","Y1-V1",1
"41","ID-B11","Rory",2,0.097,4,0.0875,1,"Y1","Y1-V1",1
"42","ID-B11","Rory",2,0.068,3,0.0625,1,"Y1","Y1-V1",1
"43","ID-B11","Rory",2,0.021,1,0.0125,1,"Y1","Y1-V1",1
"44","ID-B11","Rory",2,0.075,3,0.0625,1,"Y1","Y1-V1",1
"45","ID-B11","Rory",2,0.086,4,0.0875,2,"Y1","Y1-V1",1
"46","ID-B11","Rory",2,0.071,3,0.0625,2,"Y1","Y1-V1",1
"47","ID-B11","Rory",2,0.093,4,0.0875,1,"Y1","Y1-V1",1
"48","ID-B11","Rory",2,0.06,3,0.0625,1,"Y1","Y1-V1",1
"49","ID-B12","Eliza",1,0.015,1,0.0125,3,"Y1","Y1-V1",1
"50","ID-B13","Ruger",2,0.038,2,0.0375,1,"Y1","Y1-V1",1
"51","ID-B13","Ruger",2,0.12,5,0.1125,2,"Y1","Y1-V1",1
"52","ID-B13","Ruger",2,0.045,2,0.0375,2,"Y1","Y1-V1",1
"53","ID-B13","Ruger",2,0.046,2,0.0375,3,"Y1","Y1-V1",1
"54","ID-B13","Ruger",2,0.063,3,0.0625,1,"Y1","Y1-V1",1
"55","ID-B13","Ruger",2,0.11,5,0.1125,1,"Y1","Y1-V1",1
"56","ID-B13","Ruger",2,0.089,4,0.0875,1,"Y1","Y1-V1",1
"57","ID-B13","Ruger",2,0.068,3,0.0625,1,"Y1","Y1-V1",1
"58","ID-B13","Ruger",2,0.044,2,0.0375,2,"Y1","Y1-V1",1
"59","ID-B13","Ruger",2,0.042,2,0.0375,2,"Y1","Y1-V1",1
"60","ID-B13","Ruger",2,0.018,1,0.0125,3,"Y1","Y1-V1",1
"61","ID-B13","Ruger",2,0.055,3,0.0625,1,"Y1","Y1-V1",1
"62","ID-B13","Ruger",2,0.062,3,0.0625,1,"Y1","Y1-V1",1
"63","ID-B13","Ruger",2,0.044,2,0.0375,1,"Y1","Y1-V1",1
"64","ID-B13","Ruger",2,0.072,3,0.0625,1,"Y1","Y1-V1",1
"65","ID-B13","Ruger",2,0.053,3,0.0625,1,"Y1","Y1-V1",1
"66","ID-B13","Ruger",2,0.072,3,0.0625,1,"Y1","Y1-V1",1
"67","ID-B13","Ruger",2,0.11,5,0.1125,3,"Y1","Y1-V1",1
"68","ID-B13","Ruger",2,0.049,2,0.0375,1,"Y1","Y1-V1",1
"69","ID-B13","Ruger",2,0.12,5,0.1125,2,"Y1","Y1-V1",1
"70","ID-B13","Ruger",2,0.045,2,0.0375,1,"Y1","Y1-V1",1
"71","ID-B13","Ruger",2,0.038,2,0.0375,1,"Y1","Y1-V1",1
"72","ID-B13","Ruger",2,0.105,5,0.1125,1,"Y1","Y1-V1",1
"73","ID-B13","Ruger",2,0.085,4,0.0875,1,"Y1","Y1-V1",1
"74","ID-B13","Ruger",2,0.097,4,0.0875,3,"Y1","Y1-V1",1
"75","ID-B13","Ruger",2,0.065,3,0.0625,1,"Y1","Y1-V1",1
"76","ID-B13","Ruger",2,0.069,3,0.0625,2,"Y1","Y1-V1",1
"77","ID-B13","Ruger",2,0.089,4,0.0875,2,"Y1","Y1-V1",1
"78","ID-B13","Ruger",2,0.108,5,0.1125,2,"Y1","Y1-V1",1
"79","ID-B13","Ruger",2,0.08,4,0.0875,1,"Y1","Y1-V1",1
"80","ID-B13","Ruger",2,0.11,5,0.1125,1,"Y1","Y1-V1",1
"81","ID-B15","Eoin",1,0.1,4,0.0875,1,"Y1","Y1-V1",1
"82","ID-B15","Eoin",1,0.07,3,0.0625,2,"Y1","Y1-V1",1
"83","ID-B15","Eoin",1,0.06,3,0.0625,2,"Y1","Y1-V1",1
"84","ID-B15","Eoin",1,0.065,3,0.0625,1,"Y1","Y1-V1",1
"85","ID-B15","Eoin",1,0.08,4,0.0875,2,"Y1","Y1-V1",1
"86","ID-B15","Eoin",1,0.125,5,0.1125,1,"Y1","Y1-V1",1
"87","ID-B15","Eoin",1,0.1,4,0.0875,1,"Y1","Y1-V1",1
"88","ID-B15","Eoin",1,0.12,5,0.1125,1,"Y1","Y1-V1",1
"89","ID-B15","Eoin",1,0.075,3,0.0625,1,"Y1","Y1-V1",1
"90","ID-B15","Eoin",1,0.08,4,0.0875,1,"Y1","Y1-V1",1
"91","ID-B15","Eoin",1,0.09,4,0.0875,1,"Y1","Y1-V1",1
"92","ID-B15","Eoin",1,0.095,4,0.0875,2,"Y1","Y1-V1",1
"93","ID-B15","Eoin",1,0.065,3,0.0625,3,"Y1","Y1-V1",1
"94","ID-B16","Ruger",2,0.08,4,0.0875,1,"Y1","Y1-V1",1
"95","ID-B19","Austin",1,0.078,4,0.0875,1,"Y1","Y1-V1",2
"96","ID-B19","Austin",1,0.046,2,0.0375,3,"Y1","Y1-V1",2
"97","ID-B19","Austin",1,0.084,4,0.0875,1,"Y1","Y1-V1",2
"98","ID-B19","Rory",2,0.085,4,0.0875,2,"Y1","Y1-V1",2
"99","ID-B19","Austin",1,0.083,4,0.0875,3,"Y1","Y1-V1",2
"100","ID-B19","Rory",2,0.12,5,0.1125,1,"Y1","Y1-V1",2
"101","ID-B19","Rory",2,0.045,2,0.0375,3,"Y1","Y1-V1",2
"102","ID-B19","Austin",1,0.09,4,0.0875,2,"Y1","Y1-V1",2
"103","ID-B19","Rory",2,0.085,4,0.0875,2,"Y1","Y1-V1",2
"104","ID-B19","Austin",1,0.021,1,0.0125,1,"Y1","Y1-V1",2
"105","ID-B19","Austin",1,0.094,4,0.0875,1,"Y1","Y1-V1",2
"106","ID-B19","Austin",1,0.072,3,0.0625,1,"Y1","Y1-V1",2
"107","ID-B19","Austin",1,0.021,1,0.0125,1,"Y1","Y1-V1",2
"108","ID-B22","Rory",2,0.02,1,0.0125,1,"Y1","Y1-V1",1
"109","ID-B22","Rory",2,0.043,2,0.0375,1,"Y1","Y1-V1",1
"110","ID-B22","Rory",2,0.114,5,0.1125,1,"Y1","Y1-V1",1
"111","ID-B22","Rory",2,0.046,2,0.0375,2,"Y1","Y1-V1",1
"112","ID-B22","Rory",2,0.123,5,0.1125,2,"Y1","Y1-V1",1
"113","ID-B22","Rory",2,0.036,2,0.0375,1,"Y1","Y1-V1",1
"114","ID-B22","Rory",2,0.089,4,0.0875,1,"Y1","Y1-V1",1
"115","ID-B22","Rory",2,0.119,5,0.1125,2,"Y1","Y1-V1",1
"116","ID-B22","Rory",2,0.11,5,0.1125,3,"Y1","Y1-V1",1
"117","ID-B22","Rory",2,0.047,2,0.0375,2,"Y1","Y1-V1",1
"118","ID-B22","Rory",2,0.098,4,0.0875,2,"Y1","Y1-V1",1
"119","ID-B22","Rory",2,0.079,4,0.0875,1,"Y1","Y1-V1",1
"120","ID-B22","Rory",2,0.086,4,0.0875,1,"Y1","Y1-V1",1
"121","ID-B22","Rory",2,0.09,4,0.0875,2,"Y1","Y1-V1",1
"122","ID-B22","Rory",2,0.089,4,0.0875,2,"Y1","Y1-V1",1
"123","ID-B22","Rory",2,0.108,5,0.1125,2,"Y1","Y1-V1",1
"124","ID-B22","Rory",2,0.099,4,0.0875,3,"Y1","Y1-V1",1
"125","ID-B22","Rory",2,0.079,4,0.0875,3,"Y1","Y1-V1",1
"126","ID-B22","Rory",2,0.063,3,0.0625,2,"Y1","Y1-V1",1
"127","ID-B22","Rory",2,0.047,2,0.0375,3,"Y1","Y1-V1",1
"128","ID-B22","Rory",2,0.101,5,0.1125,1,"Y1","Y1-V1",1
"129","ID-B22","Rory",2,0.068,3,0.0625,2,"Y1","Y1-V1",1
"130","ID-B22","Rory",2,0.084,4,0.0875,1,"Y1","Y1-V1",1
"131","ID-B23","Rory",2,0.111,5,0.1125,1,"Y1","Y1-V1",1
"132","ID-B23","Rory",2,0.114,5,0.1125,2,"Y1","Y1-V1",1
"133","ID-B23","Rory",2,0.011,1,0.0125,1,"Y1","Y1-V1",1
"134","ID-B23","Rory",2,0.011,1,0.0125,1,"Y1","Y1-V1",1
"135","ID-B23","Rory",2,0.089,4,0.0875,1,"Y1","Y1-V1",1
"136","ID-B23","Rory",2,0.108,5,0.1125,1,"Y1","Y1-V1",1
"137","ID-B23","Rory",2,0.048,2,0.0375,1,"Y1","Y1-V1",1
"138","ID-B23","Rory",2,0.016,1,0.0125,3,"Y1","Y1-V1",1
"139","ID-B23","Rory",2,0.099,4,0.0875,1,"Y1","Y1-V1",1
"140","ID-B23","Rory",2,0.093,4,0.0875,3,"Y1","Y1-V1",1
"141","ID-B23","Rory",2,0.116,5,0.1125,1,"Y1","Y1-V1",1
"142","ID-B23","Rory",2,0.06,3,0.0625,1,"Y1","Y1-V1",1
"143","ID-B23","Rory",2,0.031,2,0.0375,2,"Y1","Y1-V1",1
"144","ID-B23","Rory",2,0.119,5,0.1125,1,"Y1","Y1-V1",1
"145","ID-B23","Rory",2,0.072,3,0.0625,1,"Y1","Y1-V1",1
"146","ID-B23","Rory",2,0.068,3,0.0625,1,"Y1","Y1-V1",1
"147","ID-B23","Rory",2,0.036,2,0.0375,1,"Y1","Y1-V1",1
"148","ID-B23","Rory",2,0.117,5,0.1125,1,"Y1","Y1-V1",1
"149","ID-B23","Rory",2,0.065,3,0.0625,1,"Y1","Y1-V1",1
"150","ID-B23","Rory",2,0.074,3,0.0625,1,"Y1","Y1-V1",1
"151","ID-B23","Rory",2,0.088,4,0.0875,1,"Y1","Y1-V1",1
"152","ID-B23","Rory",2,0.018,1,0.0125,1,"Y1","Y1-V1",1
"153","ID-B23","Rory",2,0.115,5,0.1125,1,"Y1","Y1-V1",1
"154","ID-B23","Rory",2,0.047,2,0.0375,3,"Y1","Y1-V1",1
"155","ID-B23","Rory",2,0.092,4,0.0875,1,"Y1","Y1-V1",1
"156","ID-B23","Rory",2,0.082,4,0.0875,1,"Y1","Y1-V1",1
"157","ID-B23","Rory",2,0.027,2,0.0375,1,"Y1","Y1-V1",1
"158","ID-B23","Rory",2,0.096,4,0.0875,2,"Y1","Y1-V1",1
"159","ID-B23","Rory",2,0.124,5,0.1125,1,"Y1","Y1-V1",1
"160","ID-B23","Rory",2,0.048,2,0.0375,3,"Y1","Y1-V1",1
"161","ID-B24","Keramie",1,0.098,4,0.0875,3,"Y1","Y1-V1",1
"162","ID-B24","Keramie",1,0.041,2,0.0375,1,"Y1","Y1-V1",1
"163","ID-B24","Keramie",1,0.052,3,0.0625,2,"Y1","Y1-V1",1
"164","ID-B24","Keramie",1,0.05,2,0.0375,3,"Y1","Y1-V1",1
"165","ID-B26","Keramie",1,0.067,3,0.0625,1,"Y1","Y1-V1",1
"166","ID-B26","Keramie",1,0.081,4,0.0875,2,"Y1","Y1-V1",1
"167","ID-B26","Keramie",1,0.034,2,0.0375,1,"Y1","Y1-V1",1
"168","ID-B26","Keramie",1,0.064,3,0.0625,2,"Y1","Y1-V1",1
"169","ID-B26","Keramie",1,0.074,3,0.0625,3,"Y1","Y1-V1",1
"170","ID-B26","Keramie",1,0.092,4,0.0875,1,"Y1","Y1-V1",1
"171","ID-B26","Keramie",1,0.063,3,0.0625,1,"Y1","Y1-V1",1
"172","ID-B26","Keramie",1,0.06,3,0.0625,1,"Y1","Y1-V1",1
"173","ID-B26","Keramie",1,0.084,4,0.0875,1,"Y1","Y1-V1",1
"174","ID-B26","Keramie",1,0.124,5,0.1125,3,"Y1","Y1-V1",1
"175","ID-B26","Keramie",1,0.095,4,0.0875,2,"Y1","Y1-V1",1
"176","ID-B26","Keramie",1,0.042,2,0.0375,1,"Y1","Y1-V1",1
"177","ID-B28","Austin",1,0.059,3,0.0625,2,"Y1","Y1-V1",1
"178","ID-B28","Austin",1,0.073,3,0.0625,1,"Y1","Y1-V1",1
"179","ID-B28","Austin",1,0.057,3,0.0625,1,"Y1","Y1-V1",1
"180","ID-B28","Austin",1,0.057,3,0.0625,3,"Y1","Y1-V1",1
"181","ID-B28","Austin",1,0.084,4,0.0875,1,"Y1","Y1-V1",1
"182","ID-B28","Austin",1,0.12,5,0.1125,1,"Y1","Y1-V1",1
"183","ID-B28","Austin",1,0.08,4,0.0875,3,"Y1","Y1-V1",1
"184","ID-B28","Austin",1,0.035,2,0.0375,1,"Y1","Y1-V1",1
"185","ID-B28","Austin",1,0.108,5,0.1125,1,"Y1","Y1-V1",1
"186","ID-C03","Eoin",1,0.08,4,0.0875,1,"Y1","Y1-V1",1
"187","ID-C04","Austin",1,0.098,4,0.0875,1,"Y1","Y1-V1",1
"188","ID-C04","Austin",1,0.073,3,0.0625,1,"Y1","Y1-V1",1
"189","ID-C04","Austin",1,0.103,5,0.1125,2,"Y1","Y1-V1",1
"190","ID-C04","Austin",1,0.087,4,0.0875,1,"Y1","Y1-V1",1
"191","ID-C04","Austin",1,0.048,2,0.0375,3,"Y1","Y1-V1",1
"192","ID-C04","Austin",1,0.09,4,0.0875,3,"Y1","Y1-V1",1
"193","ID-C04","Austin",1,0.08,4,0.0875,1,"Y1","Y1-V1",1
"194","ID-C04","Austin",1,0.117,5,0.1125,3,"Y1","Y1-V1",1
"195","ID-C04","Austin",1,0.102,5,0.1125,2,"Y1","Y1-V1",1
"196","ID-C04","Austin",1,0.096,4,0.0875,3,"Y1","Y1-V1",1
"197","ID-C04","Austin",1,0.103,5,0.1125,3,"Y1","Y1-V1",1
"198","ID-C04","Austin",1,0.108,5,0.1125,3,"Y1","Y1-V1",1
"199","ID-C07","Keramie",1,0.067,3,0.0625,3,"Y1","Y1-V1",1
"200","ID-C07","Keramie",1,0.026,2,0.0375,1,"Y1","Y1-V1",1
"201","ID-C07","Keramie",1,0.073,3,0.0625,1,"Y1","Y1-V1",1
"202","ID-C07","Keramie",1,0.025,1,0.0125,1,"Y1","Y1-V1",1
"203","ID-C09","Ruger",2,0.03,2,0.0375,2,"Y1","Y1-V1",1
"204","ID-C09","Ruger",2,0.06,3,0.0625,3,"Y1","Y1-V1",1
"205","ID-C09","Ruger",2,0.07,3,0.0625,3,"Y1","Y1-V1",1
"206","ID-C09","Ruger",2,0.07,3,0.0625,3,"Y1","Y1-V1",1
"207","ID-C09","Ruger",2,0.11,5,0.1125,3,"Y1","Y1-V1",1
"208","ID-C09","Ruger",2,0.065,3,0.0625,2,"Y1","Y1-V1",1
"209","ID-C09","Ruger",2,0.08,4,0.0875,3,"Y1","Y1-V1",1
"210","ID-C12","Ruger",2,0.09,4,0.0875,1,"Y1","Y1-V1",1
"211","ID-C12","Ruger",2,0.055,3,0.0625,2,"Y1","Y1-V1",1
"212","ID-C12","Ruger",2,0.079,4,0.0875,3,"Y1","Y1-V1",1
"213","ID-C12","Ruger",2,0.022,1,0.0125,1,"Y1","Y1-V1",1
"214","ID-C12","Ruger",2,0.12,5,0.1125,1,"Y1","Y1-V1",1
"215","ID-C12","Ruger",2,0.08,4,0.0875,1,"Y1","Y1-V1",1
"216","ID-C12","Ruger",2,0.065,3,0.0625,1,"Y1","Y1-V1",1
"217","ID-C12","Ruger",2,0.055,3,0.0625,2,"Y1","Y1-V1",1
"218","ID-C12","Ruger",2,0.045,2,0.0375,1,"Y1","Y1-V1",1
"219","ID-C12","Ruger",2,0.04,2,0.0375,1,"Y1","Y1-V1",1
"220","ID-C12","Ruger",2,0.01,1,0.0125,1,"Y1","Y1-V1",1
"221","ID-C12","Ruger",2,0.035,2,0.0375,1,"Y1","Y1-V1",1
"222","ID-C12","Ruger",2,0.065,3,0.0625,2,"Y1","Y1-V1",1
"223","ID-C12","Ruger",2,0.11,5,0.1125,2,"Y1","Y1-V1",1
"224","ID-C12","Ruger",2,0.065,3,0.0625,2,"Y1","Y1-V1",1
"225","ID-C13","Rory",2,0.041,2,0.0375,2,"Y1","Y1-V1",1
"226","ID-C13","Rory",2,0.057,3,0.0625,3,"Y1","Y1-V1",1
"227","ID-C13","Rory",2,0.026,2,0.0375,1,"Y1","Y1-V1",1
"228","ID-C13","Rory",2,0.016,1,0.0125,1,"Y1","Y1-V1",1
"229","ID-C13","Rory",2,0.088,4,0.0875,2,"Y1","Y1-V1",1
"230","ID-C13","Rory",2,0.046,2,0.0375,1,"Y1","Y1-V1",1
"231","ID-C13","Rory",2,0.04,2,0.0375,2,"Y1","Y1-V1",1
"232","ID-C13","Rory",2,0.099,4,0.0875,1,"Y1","Y1-V1",1
"233","ID-C13","Rory",2,0.027,2,0.0375,3,"Y1","Y1-V1",1
"234","ID-C13","Rory",2,0.077,4,0.0875,1,"Y1","Y1-V1",1
"235","ID-C13","Rory",2,0.095,4,0.0875,3,"Y1","Y1-V1",1
"236","ID-C15","Austin",1,0.077,4,0.0875,1,"Y1","Y1-V1",1
"237","ID-C15","Austin",1,0.081,4,0.0875,1,"Y1","Y1-V1",1
"238","ID-C15","Austin",1,0.082,4,0.0875,1,"Y1","Y1-V1",1
"239","ID-C15","Austin",1,0.081,4,0.0875,2,"Y1","Y1-V1",1
"240","ID-C15","Austin",1,0.097,4,0.0875,2,"Y1","Y1-V1",1
"241","ID-C15","Austin",1,0.048,2,0.0375,2,"Y1","Y1-V1",1
"242","ID-C15","Austin",1,0.09,4,0.0875,1,"Y1","Y1-V1",1
"243","ID-C15","Austin",1,0.05,2,0.0375,3,"Y1","Y1-V1",1
"244","ID-C15","Austin",1,0.06,3,0.0625,1,"Y1","Y1-V1",1
"245","ID-C15","Austin",1,0.072,3,0.0625,1,"Y1","Y1-V1",1
"246","ID-C15","Austin",1,0.021,1,0.0125,3,"Y1","Y1-V1",1
"247","ID-C15","Austin",1,0.056,3,0.0625,1,"Y1","Y1-V1",1
"248","ID-C15","Austin",1,0.047,2,0.0375,1,"Y1","Y1-V1",1
"249","ID-C15","Austin",1,0.063,3,0.0625,2,"Y1","Y1-V1",1
"250","ID-C15","Austin",1,0.045,2,0.0375,1,"Y1","Y1-V1",1
"251","ID-C15","Austin",1,0.087,4,0.0875,2,"Y1","Y1-V1",1
"252","ID-C15","Austin",1,0.1,4,0.0875,1,"Y1","Y1-V1",1
"253","ID-C15","Austin",1,0.043,2,0.0375,1,"Y1","Y1-V1",1
"254","ID-C15","Austin",1,0.043,2,0.0375,1,"Y1","Y1-V1",1
"255","ID-C15","Austin",1,0.106,5,0.1125,1,"Y1","Y1-V1",1
"256","ID-C15","Austin",1,0.086,4,0.0875,1,"Y1","Y1-V1",1
"257","ID-C15","Austin",1,0.048,2,0.0375,2,"Y1","Y1-V1",1
"258","ID-C16","Keramie",1,0.11,5,0.1125,2,"Y1","Y1-V1",1
"259","ID-C16","Keramie",1,0.12,5,0.1125,1,"Y1","Y1-V1",1
"260","ID-C16","Keramie",1,0.025,1,0.0125,2,"Y1","Y1-V1",1
"261","ID-C19","Eliza",1,0.075,3,0.0625,1,"Y1","Y1-V1",1
"262","ID-C19","Eliza",1,0.03,2,0.0375,3,"Y1","Y1-V1",1
"263","ID-C19","Eliza",1,0.03,2,0.0375,3,"Y1","Y1-V1",1
"264","ID-C19","Eliza",1,0.12,5,0.1125,1,"Y1","Y1-V1",1
"265","ID-C19","Eliza",1,0.058,3,0.0625,1,"Y1","Y1-V1",1
"266","ID-C19","Eliza",1,0.09,4,0.0875,1,"Y1","Y1-V1",1
"267","ID-C19","Eliza",1,0.05,2,0.0375,1,"Y1","Y1-V1",1
"268","ID-C19","Eliza",1,0.055,3,0.0625,1,"Y1","Y1-V1",1
"269","ID-C19","Eliza",1,0.05,2,0.0375,2,"Y1","Y1-V1",1
"270","ID-C19","Eliza",1,0.09,4,0.0875,1,"Y1","Y1-V1",1
"271","ID-C19","Eliza",1,0.1,4,0.0875,1,"Y1","Y1-V1",1
"272","ID-C19","Eliza",1,0.12,5,0.1125,1,"Y1","Y1-V1",1
"273","ID-C19","Eliza",1,0.1,4,0.0875,2,"Y1","Y1-V1",1
"274","ID-C19","Eliza",1,0.08,4,0.0875,1,"Y1","Y1-V1",1
"275","ID-C19","Eliza",1,0.09,4,0.0875,2,"Y1","Y1-V1",1
"276","ID-C19","Eliza",1,0.09,4,0.0875,3,"Y1","Y1-V1",1
"277","ID-C19","Eliza",1,0.03,2,0.0375,1,"Y1","Y1-V1",1
"278","ID-C19","Eliza",1,0.08,4,0.0875,1,"Y1","Y1-V1",1
"279","ID-C19","Eliza",1,0.12,5,0.1125,2,"Y1","Y1-V1",1
"280","ID-C19","Eliza",1,0.097,4,0.0875,3,"Y1","Y1-V1",1
"281","ID-C19","Eliza",1,0.098,4,0.0875,3,"Y1","Y1-V1",1
"282","ID-C21","Ruger",2,0.065,3,0.0625,1,"Y1","Y1-V1",1
"283","ID-C21","Ruger",2,0.02,1,0.0125,1,"Y1","Y1-V1",1
"284","ID-C21","Ruger",2,0.021,1,0.0125,1,"Y1","Y1-V1",1
"285","ID-C21","Ruger",2,0.018,1,0.0125,2,"Y1","Y1-V1",1
"286","ID-C21","Ruger",2,0.076,4,0.0875,1,"Y1","Y1-V1",1
"287","ID-C21","Ruger",2,0.081,4,0.0875,1,"Y1","Y1-V1",1
"288","ID-C21","Ruger",2,0.105,5,0.1125,1,"Y1","Y1-V1",1
"289","ID-C21","Ruger",2,0.065,3,0.0625,1,"Y1","Y1-V1",1
"290","ID-C24","Eoin",1,0.07,3,0.0625,1,"Y1","Y1-V1",1
"291","ID-C26","Keramie",1,0.024,1,0.0125,1,"Y1","Y1-V1",1
"292","ID-C26","Keramie",1,0.039,2,0.0375,2,"Y1","Y1-V1",1
"293","ID-C26","Keramie",1,0.075,3,0.0625,2,"Y1","Y1-V1",1
"294","ID-C26","Keramie",1,0.053,3,0.0625,3,"Y1","Y1-V1",1
"295","ID-C26","Keramie",1,0.046,2,0.0375,3,"Y1","Y1-V1",1
"296","ID-C28","Ruger",2,0.038,2,0.0375,1,"Y1","Y1-V1",1
"297","ID-C28","Ruger",2,0.04,2,0.0375,2,"Y1","Y1-V1",1
"298","ID-C28","Ruger",2,0.067,3,0.0625,2,"Y1","Y1-V1",1
"299","ID-C28","Ruger",2,0.007,1,0.0125,2,"Y1","Y1-V1",1
"300","ID-C28","Ruger",2,0.066,3,0.0625,3,"Y1","Y1-V1",1
"301","ID-C28","Ruger",2,0.07,3,0.0625,2,"Y1","Y1-V1",1
"302","ID-C28","Ruger",2,0.085,4,0.0875,3,"Y1","Y1-V1",1
"303","ID-C28","Ruger",2,0.091,4,0.0875,3,"Y1","Y1-V1",1
"304","ID-C28","Ruger",2,0.05,2,0.0375,3,"Y1","Y1-V1",1
"305","ID-C28","Ruger",2,0.04,2,0.0375,1,"Y1","Y1-V1",1
"306","ID-C28","Ruger",2,0.072,3,0.0625,2,"Y1","Y1-V1",1
"307","ID-C28","Ruger",2,0.077,4,0.0875,2,"Y1","Y1-V1",1
"308","ID-C28","Ruger",2,0.038,2,0.0375,1,"Y1","Y1-V1",1
"309","ID-C28","Ruger",2,0.08,4,0.0875,2,"Y1","Y1-V1",1
"310","ID-C28","Ruger",2,0.102,5,0.1125,3,"Y1","Y1-V1",1
"311","ID-C28","Ruger",2,0.08,4,0.0875,2,"Y1","Y1-V1",1
"312","ID-C28","Ruger",2,0.104,5,0.1125,2,"Y1","Y1-V1",1
"313","ID-C28","Ruger",2,0.06,3,0.0625,3,"Y1","Y1-V1",1
"314","ID-C28","Ruger",2,0.033,2,0.0375,1,"Y1","Y1-V1",1
"315","ID-C28","Ruger",2,0.062,3,0.0625,1,"Y1","Y1-V1",1
"316","ID-C28","Ruger",2,0.063,3,0.0625,1,"Y1","Y1-V1",1
"317","ID-C28","Ruger",2,0.09,4,0.0875,2,"Y1","Y1-V1",1
"318","ID-C28","Ruger",2,0.093,4,0.0875,3,"Y1","Y1-V1",1
"319","ID-C28","Ruger",2,0.09,4,0.0875,1,"Y1","Y1-V1",1
"320","ID-C28","Ruger",2,0.063,3,0.0625,1,"Y1","Y1-V1",1
"321","ID-C28","Ruger",2,0.12,5,0.1125,2,"Y1","Y1-V1",1
"322","ID-C28","Ruger",2,0.115,5,0.1125,1,"Y1","Y1-V1",1
"323","ID-C28","Ruger",2,0.083,4,0.0875,1,"Y1","Y1-V1",1
"324","ID-C28","Ruger",2,0.034,2,0.0375,2,"Y1","Y1-V1",1
"325","ID-C28","Ruger",2,0.016,1,0.0125,3,"Y1","Y1-V1",1
