"","Grid.ID","Observer.ID","Observer.Experience","Distance","Dist.Bin","Dist.Bin.Midpoint","Time.Interval","Year","Visit.ID","n.Observers"
"96","ID-C28","Ruger",2,0.08,4,0.0875,2,"Y1","Y1-V1",1
"97","ID-C28","Ruger",2,0.069,3,0.0625,3,"Y1","Y1-V1",1
"98","ID-C28","Ruger",2,0.046,2,0.0375,1,"Y1","Y1-V1",1
"99","ID-C28","Ruger",2,0.12,5,0.1125,3,"Y1","Y1-V1",1
"100","ID-C28","Ruger",2,0.07,3,0.0625,1,"Y1","Y1-V1",1
"101","ID-C28","Ruger",2,0.05,2,0.0375,2,"Y1","Y1-V1",1
"102","ID-C28","Ruger",2,0.035,2,0.0375,1,"Y1","Y1-V1",1
"103","ID-C28","Ruger",2,0.073,3,0.0625,1,"Y1","Y1-V1",1
"104","ID-C28","Ruger",2,0.065,3,0.0625,1,"Y1","Y1-V1",1
"105","ID-C28","Ruger",2,0.019,1,0.0125,1,"Y1","Y1-V1",1
"106","ID-C28","Ruger",2,0.058,3,0.0625,2,"Y1","Y1-V1",1
"107","UT-B08","Rory",2,0.027,2,0.0375,2,"Y1","Y1-V1",1
"108","UT-B16","Rory",2,0.074,3,0.0625,1,"Y1","Y1-V1",1
"109","UT-B16","Rory",2,0.029,2,0.0375,1,"Y1","Y1-V1",1
"110","UT-B16","Rory",2,0.057,3,0.0625,3,"Y1","Y1-V1",1
"111","UT-B16","Rory",2,0.09,4,0.0875,3,"Y1","Y1-V1",1
"112","UT-B16","Rory",2,0.035,2,0.0375,1,"Y1","Y1-V1",1
"113","UT-B16","Rory",2,0.04,2,0.0375,2,"Y1","Y1-V1",1
"114","UT-B16","Rory",2,0.08,4,0.0875,1,"Y1","Y1-V1",1
"115","UT-B16","Rory",2,0.088,4,0.0875,1,"Y1","Y1-V1",1
"116","UT-B16","Rory",2,0.056,3,0.0625,1,"Y1","Y1-V1",1
"117","UT-B16","Rory",2,0.068,3,0.0625,2,"Y1","Y1-V1",1
"118","UT-B16","Rory",2,0.072,3,0.0625,1,"Y1","Y1-V1",1
"119","UT-B16","Rory",2,0.073,3,0.0625,1,"Y1","Y1-V1",1
"120","UT-B16","Rory",2,0.104,5,0.1125,2,"Y1","Y1-V1",1
"121","UT-B16","Rory",2,0.077,4,0.0875,3,"Y1","Y1-V1",1
"122","UT-B16","Rory",2,0.112,5,0.1125,2,"Y1","Y1-V1",1
"123","UT-B16","Rory",2,0.108,5,0.1125,2,"Y1","Y1-V1",1
"124","UT-B16","Rory",2,0.084,4,0.0875,1,"Y1","Y1-V1",1
"125","UT-B17","Eoin",1,0.12,5,0.1125,2,"Y1","Y1-V1",1
"126","UT-B17","Eoin",1,0.125,5,0.1125,2,"Y1","Y1-V1",1
"127","UT-B17","Eoin",1,0.125,5,0.1125,1,"Y1","Y1-V1",1
"128","UT-B19","Austin",1,0.103,5,0.1125,3,"Y1","Y1-V1",1
"129","UT-B24","Eliza",1,0.05,2,0.0375,1,"Y1","Y1-V1",1
"130","UT-B24","Eliza",1,0.03,2,0.0375,1,"Y1","Y1-V1",1
"131","UT-B24","Eliza",1,0.065,3,0.0625,1,"Y1","Y1-V1",1
"132","UT-B24","Eliza",1,0.11,5,0.1125,1,"Y1","Y1-V1",1
"133","UT-B24","Eliza",1,0.021,1,0.0125,2,"Y1","Y1-V1",1
"134","UT-B24","Eliza",1,0.08,4,0.0875,1,"Y1","Y1-V1",1
"135","UT-B24","Eliza",1,0.065,3,0.0625,1,"Y1","Y1-V1",1
"136","UT-B24","Eliza",1,0.09,4,0.0875,2,"Y1","Y1-V1",1
"137","UT-B24","Eliza",1,0.07,3,0.0625,1,"Y1","Y1-V1",1
"138","UT-B25","Ruger",2,0.023,1,0.0125,3,"Y1","Y1-V1",1
"139","UT-B25","Ruger",2,0.083,4,0.0875,3,"Y1","Y1-V1",1
"140","UT-B25","Ruger",2,0.098,4,0.0875,2,"Y1","Y1-V1",1
"141","UT-B30","Eliza",1,0.08,4,0.0875,1,"Y1","Y1-V1",1
"142","UT-B30","Eliza",1,0.09,4,0.0875,2,"Y1","Y1-V1",1
"143","UT-C01","Rory",2,0.056,3,0.0625,1,"Y1","Y1-V1",1
"144","UT-C01","Rory",2,0.071,3,0.0625,3,"Y1","Y1-V1",1
"145","UT-C01","Rory",2,0.088,4,0.0875,1,"Y1","Y1-V1",1
"146","UT-C08","Eoin",1,0.087,4,0.0875,1,"Y1","Y1-V1",1
"147","UT-C08","Eoin",1,0.045,2,0.0375,2,"Y1","Y1-V1",1
"148","UT-C08","Eoin",1,0.065,3,0.0625,3,"Y1","Y1-V1",1
"149","UT-C08","Eoin",1,0.093,4,0.0875,1,"Y1","Y1-V1",1
"150","UT-C08","Eoin",1,0.06,3,0.0625,2,"Y1","Y1-V1",1
"151","UT-C08","Eoin",1,0.09,4,0.0875,1,"Y1","Y1-V1",1
"152","UT-C08","Eoin",1,0.06,3,0.0625,1,"Y1","Y1-V1",1
"153","UT-C15","Austin",1,0.013,1,0.0125,1,"Y1","Y1-V1",1
"154","UT-C15","Austin",1,0.062,3,0.0625,2,"Y1","Y1-V1",1
"155","UT-C15","Austin",1,0.108,5,0.1125,1,"Y1","Y1-V1",1
"156","UT-C15","Austin",1,0.054,3,0.0625,1,"Y1","Y1-V1",1
"157","UT-C15","Austin",1,0.1,4,0.0875,3,"Y1","Y1-V1",1
"158","UT-C15","Austin",1,0.076,4,0.0875,2,"Y1","Y1-V1",1
"159","UT-C15","Austin",1,0.09,4,0.0875,2,"Y1","Y1-V1",1
"160","UT-C15","Austin",1,0.073,3,0.0625,1,"Y1","Y1-V1",1
"161","UT-C16","Rory",2,0.042,2,0.0375,1,"Y1","Y1-V1",1
"162","UT-C16","Rory",2,0.059,3,0.0625,1,"Y1","Y1-V1",1
"163","UT-C16","Rory",2,0.055,3,0.0625,1,"Y1","Y1-V1",1
"164","UT-C16","Rory",2,0.073,3,0.0625,1,"Y1","Y1-V1",1
"165","UT-C16","Rory",2,0.027,2,0.0375,1,"Y1","Y1-V1",1
"166","UT-C16","Rory",2,0.1,4,0.0875,1,"Y1","Y1-V1",1
"167","UT-C16","Rory",2,0.047,2,0.0375,2,"Y1","Y1-V1",1
"168","UT-C16","Rory",2,0.058,3,0.0625,1,"Y1","Y1-V1",1
"169","UT-C16","Rory",2,0.112,5,0.1125,3,"Y1","Y1-V1",1
"170","UT-C16","Rory",2,0.096,4,0.0875,1,"Y1","Y1-V1",1
"171","UT-C16","Rory",2,0.045,2,0.0375,1,"Y1","Y1-V1",1
"172","UT-C16","Rory",2,0.041,2,0.0375,1,"Y1","Y1-V1",1
"173","UT-C16","Rory",2,0.123,5,0.1125,1,"Y1","Y1-V1",1
"174","UT-C16","Rory",2,0.05,2,0.0375,2,"Y1","Y1-V1",1
"175","UT-C16","Rory",2,0.043,2,0.0375,2,"Y1","Y1-V1",1
"176","UT-C16","Rory",2,0.108,5,0.1125,1,"Y1","Y1-V1",1
"177","UT-C16","Rory",2,0.077,4,0.0875,1,"Y1","Y1-V1",1
"178","UT-C16","Rory",2,0.118,5,0.1125,2,"Y1","Y1-V1",1
"179","UT-C16","Rory",2,0.038,2,0.0375,3,"Y1","Y1-V1",1
"180","UT-C16","Rory",2,0.08,4,0.0875,1,"Y1","Y1-V1",1
"181","UT-C16","Rory",2,0.065,3,0.0625,1,"Y1","Y1-V1",1
"182","UT-C16","Rory",2,0.072,3,0.0625,1,"Y1","Y1-V1",1
"183","UT-C16","Rory",2,0.09,4,0.0875,3,"Y1","Y1-V1",1
"184","UT-C16","Rory",2,0.058,3,0.0625,1,"Y1","Y1-V1",1
"185","UT-C16","Rory",2,0.062,3,0.0625,3,"Y1","Y1-V1",1
"186","UT-C17","Rory",2,0.028,2,0.0375,1,"Y1","Y1-V1",1
"187","UT-C17","Rory",2,0.063,3,0.0625,2,"Y1","Y1-V1",1
"188","UT-C17","Rory",2,0.114,5,0.1125,2,"Y1","Y1-V1",1
"189","UT-C17","Rory",2,0.071,3,0.0625,2,"Y1","Y1-V1",1
"190","UT-C17","Rory",2,0.057,3,0.0625,3,"Y1","Y1-V1",1
"191","UT-C17","Rory",2,0.064,3,0.0625,2,"Y1","Y1-V1",1
"192","UT-C17","Rory",2,0.076,4,0.0875,1,"Y1","Y1-V1",1
"193","UT-C17","Rory",2,0.047,2,0.0375,1,"Y1","Y1-V1",1
"194","UT-C17","Rory",2,0.11,5,0.1125,3,"Y1","Y1-V1",1
"195","UT-C17","Rory",2,0.087,4,0.0875,1,"Y1","Y1-V1",1
"196","UT-C17","Rory",2,0.068,3,0.0625,1,"Y1","Y1-V1",1
"197","UT-C24","Austin",1,0.123,5,0.1125,2,"Y1","Y1-V1",1
"198","UT-C24","Austin",1,0.099,4,0.0875,2,"Y1","Y1-V1",1
"199","UT-C24","Austin",1,0.09,4,0.0875,3,"Y1","Y1-V1",1
"200","UT-C24","Austin",1,0.118,5,0.1125,1,"Y1","Y1-V1",1
"201","UT-C24","Austin",1,0.062,3,0.0625,3,"Y1","Y1-V1",1
"202","UT-C24","Austin",1,0.091,4,0.0875,1,"Y1","Y1-V1",1
"203","UT-C24","Austin",1,0.117,5,0.1125,1,"Y1","Y1-V1",1
"204","UT-C24","Austin",1,0.04,2,0.0375,3,"Y1","Y1-V1",1
"205","UT-C24","Austin",1,0.102,5,0.1125,1,"Y1","Y1-V1",1
"206","UT-C25","Austin",1,0.053,3,0.0625,1,"Y1","Y1-V1",1
"207","UT-C25","Austin",1,0.122,5,0.1125,3,"Y1","Y1-V1",1
"208","UT-C30","Keramie",1,0.031,2,0.0375,1,"Y1","Y1-V1",1
"209","UT-C30","Keramie",1,0.061,3,0.0625,1,"Y1","Y1-V1",1
"210","UT-C30","Keramie",1,0.105,5,0.1125,3,"Y1","Y1-V1",1
"211","UT-C30","Keramie",1,0.107,5,0.1125,1,"Y1","Y1-V1",1
"212","UT-C30","Keramie",1,0.088,4,0.0875,2,"Y1","Y1-V1",1
"213","UT-C30","Keramie",1,0.041,2,0.0375,3,"Y1","Y1-V1",1
"214","ID-B04","Rory",2,0.07,3,0.0625,1,"Y1","Y1-V2",1
"215","ID-B04","Rory",2,0.066,3,0.0625,2,"Y1","Y1-V2",1
"216","ID-B09","Ruger",2,0.03,2,0.0375,1,"Y1","Y1-V2",1
"217","ID-B09","Ruger",2,0.08,4,0.0875,2,"Y1","Y1-V2",1
"218","ID-B09","Ruger",2,0.055,3,0.0625,2,"Y1","Y1-V2",1
"219","ID-B19","Eoin",1,0.08,4,0.0875,1,"Y1","Y1-V2",1
"220","ID-B19","Eoin",1,0.04,2,0.0375,2,"Y1","Y1-V2",1
"221","ID-B19","Eoin",1,0.07,3,0.0625,2,"Y1","Y1-V2",1
"222","ID-B23","Eoin",1,0.115,5,0.1125,1,"Y1","Y1-V2",1
"223","ID-B26","Austin",1,0.034,2,0.0375,3,"Y1","Y1-V2",1
"224","ID-C09","Eliza",1,0.065,3,0.0625,1,"Y1","Y1-V2",1
"225","ID-C09","Eliza",1,0.03,2,0.0375,1,"Y1","Y1-V2",1
"226","ID-C09","Eliza",1,0.01,1,0.0125,1,"Y1","Y1-V2",1
"227","ID-C09","Eliza",1,0.06,3,0.0625,2,"Y1","Y1-V2",1
"228","ID-C09","Eliza",1,0.08,4,0.0875,2,"Y1","Y1-V2",1
"229","ID-C09","Eliza",1,0.055,3,0.0625,1,"Y1","Y1-V2",1
"230","ID-C09","Eliza",1,0.08,4,0.0875,2,"Y1","Y1-V2",1
"231","ID-C09","Eliza",1,0.015,1,0.0125,3,"Y1","Y1-V2",1
"232","ID-C09","Eliza",1,0.03,2,0.0375,1,"Y1","Y1-V2",1
"233","ID-C09","Eliza",1,0.065,3,0.0625,1,"Y1","Y1-V2",1
"234","ID-C09","Eliza",1,0.02,1,0.0125,2,"Y1","Y1-V2",1
"235","ID-C09","Eliza",1,0.063,3,0.0625,3,"Y1","Y1-V2",1
"236","ID-C09","Eliza",1,0.05,2,0.0375,1,"Y1","Y1-V2",1
"237","ID-C13","Keramie",1,0.061,3,0.0625,2,"Y1","Y1-V2",1
"238","ID-C13","Keramie",1,0.014,1,0.0125,2,"Y1","Y1-V2",1
"239","ID-C15","Rory",2,0.057,3,0.0625,2,"Y1","Y1-V2",1
"240","ID-C15","Rory",2,0.088,4,0.0875,2,"Y1","Y1-V2",1
"241","ID-C15","Rory",2,0.111,5,0.1125,2,"Y1","Y1-V2",1
"242","ID-C15","Rory",2,0.063,3,0.0625,1,"Y1","Y1-V2",1
"243","ID-C15","Rory",2,0.051,3,0.0625,1,"Y1","Y1-V2",1
"244","ID-C15","Rory",2,0.098,4,0.0875,1,"Y1","Y1-V2",1
"245","ID-C15","Rory",2,0.094,4,0.0875,2,"Y1","Y1-V2",1
"246","ID-C15","Rory",2,0.114,5,0.1125,2,"Y1","Y1-V2",1
"247","ID-C15","Rory",2,0.045,2,0.0375,1,"Y1","Y1-V2",1
"248","ID-C15","Rory",2,0.04,2,0.0375,1,"Y1","Y1-V2",1
"249","ID-C15","Rory",2,0.113,5,0.1125,1,"Y1","Y1-V2",1
"250","ID-C15","Rory",2,0.033,2,0.0375,2,"Y1","Y1-V2",1
"251","ID-C15","Rory",2,0.097,4,0.0875,3,"Y1","Y1-V2",1
"252","ID-C15","Rory",2,0.08,4,0.0875,2,"Y1","Y1-V2",1
"253","ID-C15","Rory",2,0.082,4,0.0875,2,"Y1","Y1-V2",1
"254","ID-C15","Rory",2,0.12,5,0.1125,3,"Y1","Y1-V2",1
"255","ID-C15","Rory",2,0.078,4,0.0875,1,"Y1","Y1-V2",1
"256","ID-C19","Austin",1,0.045,2,0.0375,3,"Y1","Y1-V2",1
"257","ID-C23","Ruger",2,0.08,4,0.0875,1,"Y1","Y1-V2",1
"258","ID-C23","Ruger",2,0.083,4,0.0875,2,"Y1","Y1-V2",1
"259","ID-C23","Ruger",2,0.08,4,0.0875,1,"Y1","Y1-V2",1
"260","ID-C23","Ruger",2,0.053,3,0.0625,2,"Y1","Y1-V2",1
"261","ID-C23","Ruger",2,0.072,3,0.0625,1,"Y1","Y1-V2",1
"262","ID-C23","Ruger",2,0.041,2,0.0375,1,"Y1","Y1-V2",1
"263","ID-C23","Ruger",2,0.045,2,0.0375,3,"Y1","Y1-V2",1
"264","ID-C23","Ruger",2,0.056,3,0.0625,1,"Y1","Y1-V2",1
"265","ID-C23","Ruger",2,0.062,3,0.0625,2,"Y1","Y1-V2",1
"266","ID-C23","Ruger",2,0.065,3,0.0625,1,"Y1","Y1-V2",1
"267","ID-C23","Ruger",2,0.077,4,0.0875,1,"Y1","Y1-V2",1
"268","ID-C23","Ruger",2,0.12,5,0.1125,1,"Y1","Y1-V2",1
"269","ID-C23","Ruger",2,0.041,2,0.0375,1,"Y1","Y1-V2",1
"270","ID-C28","Rory",2,0.02,1,0.0125,1,"Y1","Y1-V2",1
"271","ID-C28","Rory",2,0.059,3,0.0625,1,"Y1","Y1-V2",1
"272","ID-C28","Rory",2,0.035,2,0.0375,3,"Y1","Y1-V2",1
"273","ID-C28","Rory",2,0.029,2,0.0375,1,"Y1","Y1-V2",1
"274","ID-C28","Rory",2,0.047,2,0.0375,2,"Y1","Y1-V2",1
"275","ID-C28","Rory",2,0.12,5,0.1125,3,"Y1","Y1-V2",1
"276","ID-C28","Rory",2,0.094,4,0.0875,1,"Y1","Y1-V2",1
"277","ID-C28","Rory",2,0.102,5,0.1125,1,"Y1","Y1-V2",1
"278","ID-C28","Rory",2,0.091,4,0.0875,1,"Y1","Y1-V2",1
"279","ID-C28","Rory",2,0.104,5,0.1125,1,"Y1","Y1-V2",1
"280","ID-C28","Rory",2,0.043,2,0.0375,1,"Y1","Y1-V2",1
"281","ID-C28","Rory",2,0.048,2,0.0375,1,"Y1","Y1-V2",1
"282","ID-C28","Rory",2,0.019,1,0.0125,1,"Y1","Y1-V2",1
"283","ID-C28","Rory",2,0.09,4,0.0875,3,"Y1","Y1-V2",1
"284","ID-C28","Rory",2,0.125,5,0.1125,1,"Y1","Y1-V2",1
"285","ID-C28","Rory",2,0.105,5,0.1125,1,"Y1","Y1-V2",1
"286","ID-C28","Rory",2,0.095,4,0.0875,1,"Y1","Y1-V2",1
"287","ID-C28","Rory",2,0.109,5,0.1125,2,"Y1","Y1-V2",1
"288","ID-C28","Rory",2,0.067,3,0.0625,1,"Y1","Y1-V2",1
"289","ID-C28","Rory",2,0.094,4,0.0875,2,"Y1","Y1-V2",1
"290","ID-C28","Rory",2,0.079,4,0.0875,1,"Y1","Y1-V2",1
"291","ID-C28","Rory",2,0.085,4,0.0875,1,"Y1","Y1-V2",1
"292","ID-C28","Rory",2,0.017,1,0.0125,2,"Y1","Y1-V2",1
"293","ID-C28","Rory",2,0.066,3,0.0625,2,"Y1","Y1-V2",1
"294","ID-C28","Rory",2,0.078,4,0.0875,2,"Y1","Y1-V2",1
"295","ID-C28","Rory",2,0.101,5,0.1125,1,"Y1","Y1-V2",1
"296","ID-C28","Rory",2,0.057,3,0.0625,1,"Y1","Y1-V2",1
"297","ID-C28","Rory",2,0.075,3,0.0625,1,"Y1","Y1-V2",1
"298","ID-C28","Rory",2,0.037,2,0.0375,1,"Y1","Y1-V2",1
"299","ID-C28","Rory",2,0.055,3,0.0625,2,"Y1","Y1-V2",1
"300","ID-C28","Rory",2,0.046,2,0.0375,3,"Y1","Y1-V2",1
"301","ID-C28","Rory",2,0.044,2,0.0375,2,"Y1","Y1-V2",1
"302","ID-C28","Rory",2,0.059,3,0.0625,3,"Y1","Y1-V2",1
"303","ID-C28","Rory",2,0.064,3,0.0625,3,"Y1","Y1-V2",1
"304","ID-C28","Rory",2,0.048,2,0.0375,2,"Y1","Y1-V2",1
"305","UT-B08","Eliza",1,0.025,1,0.0125,1,"Y1","Y1-V2",1
"306","UT-B15","Rory",2,0.093,4,0.0875,3,"Y1","Y1-V2",2
"307","UT-B15","Rory",2,0.085,4,0.0875,1,"Y1","Y1-V2",2
"308","UT-B15","Rory",2,0.125,5,0.1125,1,"Y1","Y1-V2",2
"309","UT-B15","Rory",2,0.045,2,0.0375,2,"Y1","Y1-V2",2
"310","UT-B15","Rory",2,0.089,4,0.0875,2,"Y1","Y1-V2",2
"311","UT-B15","Eoin",1,0.095,4,0.0875,2,"Y1","Y1-V2",2
"312","UT-B16","Eoin",1,0.04,2,0.0375,1,"Y1","Y1-V2",2
"313","UT-B16","Rory",2,0.051,3,0.0625,2,"Y1","Y1-V2",2
"314","UT-B16","Rory",2,0.065,3,0.0625,2,"Y1","Y1-V2",2
"315","UT-B16","Rory",2,0.095,4,0.0875,1,"Y1","Y1-V2",2
"316","UT-B16","Rory",2,0.071,3,0.0625,1,"Y1","Y1-V2",2
"317","UT-B16","Rory",2,0.123,5,0.1125,2,"Y1","Y1-V2",2
"318","UT-B17","Rory",2,0.108,5,0.1125,2,"Y1","Y1-V2",1
"319","UT-B17","Rory",2,0.119,5,0.1125,2,"Y1","Y1-V2",1
"320","UT-B17","Rory",2,0.07,3,0.0625,1,"Y1","Y1-V2",1
"321","UT-B17","Rory",2,0.081,4,0.0875,1,"Y1","Y1-V2",1
"322","UT-B17","Rory",2,0.068,3,0.0625,3,"Y1","Y1-V2",1
"323","UT-B19","Eoin",1,0.065,3,0.0625,1,"Y1","Y1-V2",1
"324","UT-B19","Eoin",1,0.12,5,0.1125,1,"Y1","Y1-V2",1
"325","UT-B19","Eoin",1,0.022,1,0.0125,1,"Y1","Y1-V2",1
"326","UT-B24","Rory",2,0.035,2,0.0375,1,"Y1","Y1-V2",1
"327","UT-B24","Rory",2,0.071,3,0.0625,1,"Y1","Y1-V2",1
