"","Grid.ID","Observer.ID","Observer.Experience","Distance","Dist.Bin","Dist.Bin.Midpoint","Time.Interval","Year","Visit.ID","n.Observers"
"35","UT-B22","Austin",1,0.098,4,0.0875,3,"Y1","Y1-V2",1
"36","UT-B22","Austin",1,0.024,1,0.0125,3,"Y1","Y1-V2",1
"37","UT-C02","Eoin",1,0.12,5,0.1125,1,"Y1","Y1-V2",1
"38","UT-C02","Eoin",1,0.065,3,0.0625,1,"Y1","Y1-V2",1
"39","UT-C05","Ruger",2,0.04,2,0.0375,1,"Y1","Y1-V2",1
"40","UT-C05","Ruger",2,0.09,4,0.0875,2,"Y1","Y1-V2",1
"41","UT-C05","Ruger",2,0.1,4,0.0875,3,"Y1","Y1-V2",1
"42","UT-C05","Ruger",2,0.07,3,0.0625,1,"Y1","Y1-V2",1
"43","UT-C05","Ruger",2,0.115,5,0.1125,1,"Y1","Y1-V2",1
"44","UT-C05","Ruger",2,0.085,4,0.0875,2,"Y1","Y1-V2",1
"45","UT-C05","Ruger",2,0.09,4,0.0875,3,"Y1","Y1-V2",1
"46","UT-C05","Ruger",2,0.12,5,0.1125,3,"Y1","Y1-V2",1
"47","UT-C05","Ruger",2,0.04,2,0.0375,2,"Y1","Y1-V2",1
"48","UT-C05","Ruger",2,0.03,2,0.0375,2,"Y1","Y1-V2",1
"49","UT-C05","Ruger",2,0.038,2,0.0375,1,"Y1","Y1-V2",1
"50","UT-C05","Ruger",2,0.081,4,0.0875,1,"Y1","Y1-V2",1
"51","UT-C05","Ruger",2,0.04,2,0.0375,3,"Y1","Y1-V2",1
"52","UT-C05","Ruger",2,0.017,1,0.0125,1,"Y1","Y1-V2",1
"53","UT-C05","Ruger",2,0.048,2,0.0375,1,"Y1","Y1-V2",1
"54","UT-C05","Ruger",2,0.045,2,0.0375,1,"Y1","Y1-V2",1
"55","UT-C05","Ruger",2,0.07,3,0.0625,1,"Y1","Y1-V2",1
"56","UT-C05","Ruger",2,0.11,5,0.1125,1,"Y1","Y1-V2",1
"57","UT-C05","Ruger",2,0.078,4,0.0875,1,"Y1","Y1-V2",1
"58","UT-C05","Ruger",2,0.071,3,0.0625,1,"Y1","Y1-V2",1
"59","UT-C05","Ruger",2,0.083,4,0.0875,1,"Y1","Y1-V2",1
"60","UT-C05","Ruger",2,0.11,5,0.1125,1,"Y1","Y1-V2",1
"61","UT-C05","Ruger",2,0.095,4,0.0875,1,"Y1","Y1-V2",1
"62","UT-C05","Ruger",2,0.09,4,0.0875,2,"Y1","Y1-V2",1
"63","UT-C05","Ruger",2,0.038,2,0.0375,2,"Y1","Y1-V2",1
"64","UT-C05","Ruger",2,0.062,3,0.0625,1,"Y1","Y1-V2",1
"65","UT-C05","Ruger",2,0.071,3,0.0625,1,"Y1","Y1-V2",1
"66","UT-C22","Austin",1,0.022,1,0.0125,1,"Y1","Y1-V2",1
"67","ID-C21","Andrew",1,0.11,5,0.1125,3,"Y2","Y2-V1",1
"68","UT-C02","Trey",2,0.05,2,0.0375,2,"Y2","Y2-V1",1
"69","UT-C05","Trey",2,0.015,1,0.0125,3,"Y2","Y2-V1",1
"70","UT-C05","Trey",2,0.075,3,0.0625,1,"Y2","Y2-V1",1
"71","UT-C05","Trey",2,0.07,3,0.0625,1,"Y2","Y2-V1",1
"72","UT-C05","Trey",2,0.1,4,0.0875,1,"Y2","Y2-V1",1
"73","UT-C05","Trey",2,0.05,2,0.0375,1,"Y2","Y2-V1",1
"74","UT-C05","Trey",2,0.06,3,0.0625,3,"Y2","Y2-V1",1
"75","UT-C05","Trey",2,0.03,2,0.0375,1,"Y2","Y2-V1",1
"76","UT-C05","Trey",2,0.05,2,0.0375,1,"Y2","Y2-V1",1
"77","UT-C05","Trey",2,0.06,3,0.0625,1,"Y2","Y2-V1",1
"78","UT-C05","Trey",2,0.075,3,0.0625,1,"Y2","Y2-V1",1
"79","UT-C05","Trey",2,0.05,2,0.0375,1,"Y2","Y2-V1",1
"80","UT-C05","Trey",2,0.01,1,0.0125,2,"Y2","Y2-V1",1
"81","UT-C05","Trey",2,0.05,2,0.0375,3,"Y2","Y2-V1",1
"82","UT-C05","Trey",2,0.1,4,0.0875,1,"Y2","Y2-V1",1
"83","UT-C05","Trey",2,0.06,3,0.0625,2,"Y2","Y2-V1",1
"84","UT-C19","Will",2,0.053,3,0.0625,1,"Y2","Y2-V1",1
"85","UT-C19","Will",2,0.068,3,0.0625,2,"Y2","Y2-V1",1
"86","UT-C19","Will",2,0.07,3,0.0625,1,"Y2","Y2-V1",1
"87","UT-C19","Will",2,0.057,3,0.0625,1,"Y2","Y2-V1",1
"88","ID-B15","Keramie",1,0.037,2,0.0375,3,"Y2","Y2-V2",1
"89","ID-B15","Keramie",1,0.016,1,0.0125,3,"Y2","Y2-V2",1
"90","ID-B21","Keramie",1,0.048,2,0.0375,2,"Y2","Y2-V2",1
"91","ID-C03","Trey",2,0.043,2,0.0375,2,"Y2","Y2-V2",1
"92","ID-C03","Trey",2,0.038,2,0.0375,2,"Y2","Y2-V2",1
"93","UT-B19","Anna",1,0.009,1,0.0125,2,"Y2","Y2-V2",1
"94","UT-B19","Anna",1,0.013,1,0.0125,3,"Y2","Y2-V2",1
"95","UT-B19","Anna",1,0.015,1,0.0125,3,"Y2","Y2-V2",1
"96","UT-B19","Anna",1,0.023,1,0.0125,1,"Y2","Y2-V2",1
"97","UT-C02","Devin",1,0.049,2,0.0375,3,"Y2","Y2-V2",1
"98","UT-C02","Devin",1,0.071,3,0.0625,2,"Y2","Y2-V2",1
"99","UT-C02","Devin",1,0.112,5,0.1125,3,"Y2","Y2-V2",1
"100","UT-C02","Devin",1,0.059,3,0.0625,1,"Y2","Y2-V2",1
"101","UT-C02","Devin",1,0.065,3,0.0625,1,"Y2","Y2-V2",1
"102","UT-C05","Anna",1,0.05,2,0.0375,1,"Y2","Y2-V2",1
"103","UT-C05","Anna",1,0.064,3,0.0625,2,"Y2","Y2-V2",1
"104","UT-C05","Anna",1,0.115,5,0.1125,1,"Y2","Y2-V2",1
"105","UT-C05","Anna",1,0.033,2,0.0375,2,"Y2","Y2-V2",1
"106","UT-C05","Anna",1,0.027,2,0.0375,2,"Y2","Y2-V2",1
"107","UT-C05","Anna",1,0.057,3,0.0625,1,"Y2","Y2-V2",1
"108","UT-C05","Anna",1,0.017,1,0.0125,1,"Y2","Y2-V2",1
"109","UT-C05","Anna",1,0.021,1,0.0125,1,"Y2","Y2-V2",1
"110","UT-C05","Anna",1,0.027,2,0.0375,1,"Y2","Y2-V2",1
"111","UT-C05","Anna",1,0.028,2,0.0375,2,"Y2","Y2-V2",1
"112","UT-C05","Anna",1,0.032,2,0.0375,3,"Y2","Y2-V2",1
"113","UT-C05","Anna",1,0.031,2,0.0375,2,"Y2","Y2-V2",1
"114","UT-C05","Anna",1,0.029,2,0.0375,2,"Y2","Y2-V2",1
"115","UT-C05","Anna",1,0.048,2,0.0375,1,"Y2","Y2-V2",1
"116","UT-C05","Anna",1,0.05,2,0.0375,1,"Y2","Y2-V2",1
"117","UT-C05","Anna",1,0.023,1,0.0125,2,"Y2","Y2-V2",1
"118","UT-C05","Anna",1,0.047,2,0.0375,2,"Y2","Y2-V2",1
"119","UT-C05","Anna",1,0.105,5,0.1125,3,"Y2","Y2-V2",1
"120","UT-C05","Anna",1,0.054,3,0.0625,1,"Y2","Y2-V2",1
"121","UT-C05","Anna",1,0.027,2,0.0375,2,"Y2","Y2-V2",1
"122","UT-C05","Anna",1,0.057,3,0.0625,1,"Y2","Y2-V2",1
"123","UT-C05","Anna",1,0.029,2,0.0375,2,"Y2","Y2-V2",1
"124","UT-C05","Anna",1,0.05,2,0.0375,3,"Y2","Y2-V2",1
"125","UT-C05","Anna",1,0.038,2,0.0375,1,"Y2","Y2-V2",1
"126","ID-B15","Thomas",1,0.067,3,0.0625,2,"Y3","Y3-V1",1
"127","ID-C03","Emily",1,0.032,2,0.0375,1,"Y3","Y3-V1",1
"128","ID-C03","Emily",1,0.073,3,0.0625,1,"Y3","Y3-V1",1
"129","ID-C03","Emily",1,0.029,2,0.0375,1,"Y3","Y3-V1",1
"130","ID-C03","Emily",1,0.073,3,0.0625,1,"Y3","Y3-V1",1
"131","UT-C05","Ben",1,0.069,3,0.0625,2,"Y3","Y3-V1",1
"132","UT-C05","Ben",1,0.055,3,0.0625,1,"Y3","Y3-V1",1
"133","UT-C05","Ben",1,0.043,2,0.0375,1,"Y3","Y3-V1",1
"134","UT-C05","Ben",1,0.036,2,0.0375,2,"Y3","Y3-V1",1
"135","UT-C05","Ben",1,0.023,1,0.0125,1,"Y3","Y3-V1",1
"136","UT-C05","Ben",1,0.064,3,0.0625,2,"Y3","Y3-V1",1
"137","UT-C05","Ben",1,0.031,2,0.0375,1,"Y3","Y3-V1",1
"138","UT-C05","Ben",1,0.032,2,0.0375,1,"Y3","Y3-V1",1
"139","UT-C05","Ben",1,0.047,2,0.0375,2,"Y3","Y3-V1",1
"140","UT-C05","Ben",1,0.052,3,0.0625,1,"Y3","Y3-V1",1
"141","UT-C05","Ben",1,0.057,3,0.0625,3,"Y3","Y3-V1",1
"142","UT-C05","Ben",1,0.105,5,0.1125,1,"Y3","Y3-V1",1
"143","UT-C05","Ben",1,0.063,3,0.0625,2,"Y3","Y3-V1",1
"144","UT-C05","Ben",1,0.055,3,0.0625,1,"Y3","Y3-V1",1
"145","UT-C05","Ben",1,0.039,2,0.0375,2,"Y3","Y3-V1",1
"146","UT-C05","Ben",1,0.042,2,0.0375,2,"Y3","Y3-V1",1
"147","UT-C05","Ben",1,0.07,3,0.0625,2,"Y3","Y3-V1",1
"148","UT-C05","Ben",1,0.055,3,0.0625,1,"Y3","Y3-V1",1
"149","UT-C05","Ben",1,0.05,2,0.0375,1,"Y3","Y3-V1",1
"150","UT-C05","Ben",1,0.056,3,0.0625,1,"Y3","Y3-V1",1
"151","UT-C05","Ben",1,0.085,4,0.0875,1,"Y3","Y3-V1",1
"152","UT-C05","Ben",1,0.083,4,0.0875,2,"Y3","Y3-V1",1
"153","UT-C05","Ben",1,0.107,5,0.1125,2,"Y3","Y3-V1",1
"154","UT-C05","Ben",1,0.04,2,0.0375,3,"Y3","Y3-V1",1
"155","UT-C05","Ben",1,0.037,2,0.0375,1,"Y3","Y3-V1",1
"156","UT-C05","Ben",1,0.054,3,0.0625,1,"Y3","Y3-V1",1
"157","UT-C05","Ben",1,0.078,4,0.0875,1,"Y3","Y3-V1",1
"158","UT-C05","Ben",1,0.072,3,0.0625,2,"Y3","Y3-V1",1
"159","UT-C05","Ben",1,0.046,2,0.0375,3,"Y3","Y3-V1",1
"160","UT-C05","Ben",1,0.044,2,0.0375,3,"Y3","Y3-V1",1
"161","UT-C05","Ben",1,0.06,3,0.0625,1,"Y3","Y3-V1",1
"162","UT-C05","Ben",1,0.026,2,0.0375,1,"Y3","Y3-V1",1
"163","UT-C05","Ben",1,0.062,3,0.0625,1,"Y3","Y3-V1",1
"164","UT-C05","Ben",1,0.107,5,0.1125,2,"Y3","Y3-V1",1
"165","UT-C06","Will",2,0.087,4,0.0875,1,"Y3","Y3-V1",1
"166","UT-C27","Emily",1,0.058,3,0.0625,2,"Y3","Y3-V1",1
"167","UT-C27","Emily",1,0.063,3,0.0625,2,"Y3","Y3-V1",1
"168","ID-B24","Will",2,0.093,4,0.0875,1,"Y3","Y3-V2",1
"169","ID-C21","Will",2,0.093,4,0.0875,1,"Y3","Y3-V2",1
"170","ID-C22","Thomas",1,0.036,2,0.0375,3,"Y3","Y3-V2",1
"171","UT-B05","Ben",1,0.021,1,0.0125,2,"Y3","Y3-V2",1
"172","UT-C05","Aidan",1,0.015,1,0.0125,1,"Y3","Y3-V2",1
"173","UT-C05","Aidan",1,0.065,3,0.0625,3,"Y3","Y3-V2",1
"174","UT-C05","Aidan",1,0.02,1,0.0125,1,"Y3","Y3-V2",1
"175","UT-C05","Aidan",1,0.03,2,0.0375,1,"Y3","Y3-V2",1
"176","UT-C05","Aidan",1,0.015,1,0.0125,3,"Y3","Y3-V2",1
"177","UT-C05","Aidan",1,0.025,1,0.0125,2,"Y3","Y3-V2",1
"178","UT-C05","Aidan",1,0.005,1,0.0125,2,"Y3","Y3-V2",1
"179","UT-C05","Aidan",1,0.019,1,0.0125,3,"Y3","Y3-V2",1
"180","UT-C05","Aidan",1,0.035,2,0.0375,3,"Y3","Y3-V2",1
"181","UT-C05","Aidan",1,0.005,1,0.0125,3,"Y3","Y3-V2",1
"182","UT-C05","Aidan",1,0.012,1,0.0125,1,"Y3","Y3-V2",1
"183","UT-C05","Aidan",1,0.04,2,0.0375,2,"Y3","Y3-V2",1
"184","UT-C05","Aidan",1,0.006,1,0.0125,3,"Y3","Y3-V2",1
"185","UT-C05","Aidan",1,0.08,4,0.0875,3,"Y3","Y3-V2",1
"186","UT-C05","Aidan",1,0.04,2,0.0375,3,"Y3","Y3-V2",1
"187","UT-C15","Aidan",1,0.015,1,0.0125,1,"Y3","Y3-V2",1
"188","UT-C15","Aidan",1,0.091,4,0.0875,2,"Y3","Y3-V2",1
"189","UT-C15","Aidan",1,0.069,3,0.0625,2,"Y3","Y3-V2",1
"190","UT-C15","Aidan",1,0.07,3,0.0625,2,"Y3","Y3-V2",1
