"","Grid.ID","Observer.ID","Observer.Experience","Distance","Dist.Bin","Dist.Bin.Midpoint","Time.Interval","Year","Visit.ID","n.Observers"
"288","UT-B06","Austin",1,0.038,2,0.0375,1,"Y1","Y1-V1",1
"289","UT-B06","Austin",1,0.038,2,0.0375,1,"Y1","Y1-V1",1
"290","UT-B06","Austin",1,0.063,3,0.0625,1,"Y1","Y1-V1",1
"291","UT-B06","Austin",1,0.021,1,0.0125,2,"Y1","Y1-V1",1
"292","UT-B06","Austin",1,0.099,4,0.0875,1,"Y1","Y1-V1",1
"293","UT-B06","Austin",1,0.074,3,0.0625,1,"Y1","Y1-V1",1
"294","UT-B06","Austin",1,0.074,3,0.0625,1,"Y1","Y1-V1",1
"295","UT-B06","Austin",1,0.03,2,0.0375,1,"Y1","Y1-V1",1
"296","UT-B06","Austin",1,0.03,2,0.0375,1,"Y1","Y1-V1",1
"297","UT-B06","Austin",1,0.059,3,0.0625,1,"Y1","Y1-V1",1
"298","UT-B06","Austin",1,0.09,4,0.0875,1,"Y1","Y1-V1",1
"299","UT-B06","Austin",1,0.081,4,0.0875,2,"Y1","Y1-V1",1
"300","UT-B06","Austin",1,0.027,2,0.0375,2,"Y1","Y1-V1",1
"301","UT-B06","Austin",1,0.03,2,0.0375,2,"Y1","Y1-V1",1
"302","UT-B06","Austin",1,0.023,1,0.0125,2,"Y1","Y1-V1",1
"303","UT-B06","Austin",1,0.025,1,0.0125,2,"Y1","Y1-V1",1
"304","UT-B06","Austin",1,0.038,2,0.0375,1,"Y1","Y1-V1",1
"305","UT-B08","Rory",2,0.053,3,0.0625,1,"Y1","Y1-V1",1
"306","UT-B08","Rory",2,0.123,5,0.1125,2,"Y1","Y1-V1",1
"307","UT-B08","Rory",2,0.092,4,0.0875,2,"Y1","Y1-V1",1
"308","UT-B08","Rory",2,0.044,2,0.0375,2,"Y1","Y1-V1",1
"309","UT-B08","Rory",2,0.114,5,0.1125,2,"Y1","Y1-V1",1
"310","UT-B08","Rory",2,0.104,5,0.1125,3,"Y1","Y1-V1",1
"311","UT-B08","Rory",2,0.068,3,0.0625,1,"Y1","Y1-V1",1
"312","UT-B08","Rory",2,0.077,4,0.0875,3,"Y1","Y1-V1",1
"313","UT-B08","Rory",2,0.096,4,0.0875,1,"Y1","Y1-V1",1
"314","UT-B08","Rory",2,0.067,3,0.0625,1,"Y1","Y1-V1",1
"315","UT-B08","Rory",2,0.092,4,0.0875,3,"Y1","Y1-V1",1
"316","UT-B08","Rory",2,0.116,5,0.1125,1,"Y1","Y1-V1",1
"317","UT-B08","Rory",2,0.086,4,0.0875,1,"Y1","Y1-V1",1
"318","UT-B08","Rory",2,0.055,3,0.0625,3,"Y1","Y1-V1",1
"319","UT-B16","Rory",2,0.114,5,0.1125,3,"Y1","Y1-V1",1
"320","UT-B16","Rory",2,0.051,3,0.0625,2,"Y1","Y1-V1",1
"321","UT-B16","Rory",2,0.039,2,0.0375,1,"Y1","Y1-V1",1
"322","UT-B22","Eoin",1,0.078,4,0.0875,1,"Y1","Y1-V1",1
"323","UT-B27","Austin",1,0.09,4,0.0875,1,"Y1","Y1-V1",1
"324","UT-B27","Austin",1,0.122,5,0.1125,2,"Y1","Y1-V1",1
"325","UT-B27","Austin",1,0.058,3,0.0625,3,"Y1","Y1-V1",1
